,season,player_name,height (in),height (cm),pts,reb,ast,college,country,team
9734,2017-18,Dante Exum,78.0,198.12,8.1,1.9,3.1,None,Australia,UTA
10350,2018-19,Dante Exum,78.0,198.12,6.9,1.6,2.6,None,Australia,UTA
9447,2016-17,Dante Exum,78.0,198.12,6.2,2.0,1.7,None,Australia,UTA
9448,2016-17,Danuel House,79.0,200.66,0.0,1.0,0.0,Texas A&M,USA,WAS
10351,2018-19,Danuel House Jr.,79.0,200.66,9.4,3.6,1.0,Texas A&M,USA,HOU
9733,2017-18,Danuel House Jr.,79.0,200.66,6.6,3.3,1.1,Texas A&M,USA,PHX
9732,2017-18,Dario Saric,82.0,208.28,14.6,6.7,2.6,None,Croatia,PHI
10352,2018-19,Dario Saric,82.0,208.28,10.6,5.6,1.6,None,Croatia,MIN
9449,2016-17,Dario Saric,82.0,208.28,12.8,6.3,2.2,None,Croatia,PHI
10353,2018-19,Darius Miller,80.0,203.2,8.2,1.9,2.1,Kentucky,USA,NOP
9714,2017-18,Darius Miller,80.0,203.2,7.8,2.0,1.4,Kentucky,USA,NOP
9450,2016-17,Darrell Arthur,81.0,205.74,6.4,2.7,1.0,Kansas,USA,DEN
9713,2017-18,Darrell Arthur,81.0,205.74,2.8,0.8,0.5,Kansas,USA,DEN
9712,2017-18,Darren Collison,74.0,187.96,12.4,2.6,5.3,UCLA,USA,IND
10354,2018-19,Darren Collison,72.0,182.88,11.2,3.1,6.0,UCLA,USA,IND
9451,2016-17,Darren Collison,72.0,182.88,13.2,2.2,4.6,UCLA,USA,SAC
9695,2017-18,Darrun Hilliard,78.0,198.12,1.1,0.5,0.8,Villanova,USA,SAS
9473,2016-17,Darrun Hilliard,78.0,198.12,3.3,0.8,0.8,Villanova,USA,DET
10355,2018-19,Daryl Macon,75.0,190.5,3.6,1.5,0.9,Arkansas,USA,DAL
9474,2016-17,David Lee,81.0,205.74,7.3,5.6,1.6,Florida,USA,SAS
9475,2016-17,David Nwaba,76.0,193.04,6.0,3.2,0.7,None,USA,LAL
10356,2018-19,David Nwaba,76.0,193.04,6.5,3.2,1.1,None,USA,CLE
9681,2017-18,David Nwaba,76.0,193.04,7.9,4.7,1.5,None,USA,CHI
9682,2017-18,David Stockton,71.0,180.34,3.3,0.0,0.0,Gonzaga,USA,UTA
9476,2016-17,David West,81.0,205.74,4.6,3.0,2.2,Xavier,USA,GSW
9683,2017-18,David West,81.0,205.74,6.8,3.3,1.9,Xavier,USA,GSW
9498,2016-17,Davis Bertans,82.0,208.28,4.5,1.5,0.7,None,Latvia,SAS
10357,2018-19,Davis Bertans,82.0,208.28,8.0,3.5,1.3,None,Latvia,SAS
9684,2017-18,Davis Bertans,82.0,208.28,5.9,2.0,1.0,None,Latvia,SAS
9685,2017-18,Davon Reed,78.0,198.12,3.0,1.9,0.6,Miami,USA,PHX
10328,2018-19,Davon Reed,77.0,195.58,1.2,0.6,0.3,Miami,USA,IND
9686,2017-18,De'Aaron Fox,75.0,190.5,11.6,2.8,4.4,Kentucky,USA,SAC
10358,2018-19,De'Aaron Fox,75.0,190.5,17.3,3.8,7.3,Kentucky,USA,SAC
10327,2018-19,De'Anthony Melton,76.0,193.04,5.0,2.7,3.2,USC,USA,PHX
9687,2017-18,DeAndre Jordan,83.0,210.82,12.0,15.2,1.5,Texas A&M,USA,LAC
10325,2018-19,DeAndre Jordan,83.0,210.82,11.0,13.1,2.3,Texas A&M,USA,NYK
9499,2016-17,DeAndre Jordan,83.0,210.82,12.7,13.8,1.2,Texas A&M,USA,LAC
9688,2017-18,DeAndre Liggins,78.0,198.12,1.7,1.3,0.8,Kentucky,USA,NOP
9500,2016-17,DeAndre Liggins,78.0,198.12,2.5,1.7,0.9,Kentucky,USA,DAL
10296,2018-19,DeAndre' Bembry,78.0,198.12,8.4,4.4,2.5,None,USA,ATL
9501,2016-17,DeAndre' Bembry,78.0,198.12,2.7,1.6,0.7,Saint Joseph's,USA,ATL
9689,2017-18,DeAndre' Bembry,78.0,198.12,5.2,2.8,1.9,None,USA,ATL
9502,2016-17,DeMar DeRozan,79.0,200.66,27.3,5.2,3.9,Southern California,USA,TOR
9690,2017-18,DeMar DeRozan,79.0,200.66,23.0,3.9,5.2,USC,USA,TOR
10297,2018-19,DeMar DeRozan,79.0,200.66,21.2,6.0,6.2,USC,USA,SAS
9503,2016-17,DeMarcus Cousins,83.0,210.82,27.0,11.0,4.6,Kentucky,USA,NOP
10298,2018-19,DeMarcus Cousins,83.0,210.82,16.3,8.2,3.6,Kentucky,USA,GSW
9691,2017-18,DeMarcus Cousins,83.0,210.82,25.2,12.9,5.4,Kentucky,USA,NOP
9504,2016-17,DeMarre Carroll,80.0,203.2,8.9,3.8,1.0,Missouri,USA,TOR
9692,2017-18,DeMarre Carroll,80.0,203.2,13.5,6.6,2.0,Missouri,USA,BKN
10299,2018-19,DeMarre Carroll,80.0,203.2,11.1,5.2,1.3,Missouri,USA,BKN
10300,2018-19,DeVaughn Akoon-Purcell,78.0,198.12,1.0,0.6,0.9,Illinois State,Trinidad and Tobago,DEN
10301,2018-19,Deandre Ayton,85.0,215.9,16.3,10.3,1.8,Arizona,Bahamas,PHX
9505,2016-17,Dejounte Murray,77.0,195.58,3.4,1.1,1.3,Washington,USA,SAS
9611,2017-18,Dejounte Murray,77.0,195.58,8.1,5.7,2.9,Washington,USA,SAS
9506,2016-17,Delon Wright,77.0,195.58,5.6,1.8,2.1,Utah,USA,TOR
9694,2017-18,Delon Wright,77.0,195.58,8.0,2.9,2.9,Utah,USA,TOR
10302,2018-19,Delon Wright,77.0,195.58,8.7,3.5,3.3,Utah,USA,MEM
10303,2018-19,Demetrius Jackson,73.0,185.42,3.7,0.5,0.8,Notre Dame,USA,PHI
9696,2017-18,Demetrius Jackson,73.0,185.42,1.1,0.8,0.6,Notre Dame,USA,PHI
9507,2016-17,Demetrius Jackson,73.0,185.42,2.0,0.8,0.6,Notre Dame,USA,BOS
10304,2018-19,Deng Adel,79.0,200.66,1.7,1.0,0.3,None,South Sudan,CLE
10305,2018-19,Dennis Schroder,73.0,185.42,15.5,3.6,4.1,None,Germany,OKC
9508,2016-17,Dennis Schroder,73.0,185.42,17.9,3.1,6.3,None,Germany,ATL
9711,2017-18,Dennis Schroder,73.0,185.42,19.4,3.1,6.2,None,Germany,ATL
9697,2017-18,Dennis Smith Jr.,75.0,190.5,15.2,3.8,5.2,North Carolina State,USA,DAL
10306,2018-19,Dennis Smith Jr.,75.0,190.5,13.6,2.9,4.8,North Carolina State,USA,NYK
9698,2017-18,Denzel Valentine,78.0,198.12,10.2,5.1,3.2,Michigan State,USA,CHI
9509,2016-17,Denzel Valentine,78.0,198.12,5.1,2.6,1.1,Michigan State,USA,CHI
10307,2018-19,Deonte Burton,77.0,195.58,2.6,0.9,0.3,Iowa State,USA,OKC
9510,2016-17,Deron Williams,75.0,190.5,11.0,2.3,5.6,Illinois,USA,CLE
10308,2018-19,Derrick Favors,82.0,208.28,11.8,7.4,1.2,Georgia Tech,USA,UTA
9699,2017-18,Derrick Favors,82.0,208.28,12.3,7.2,1.3,Georgia Tech,USA,UTA
9511,2016-17,Derrick Favors,82.0,208.28,9.5,6.1,1.1,Georgia Tech,USA,UTA
9512,2016-17,Derrick Jones Jr.,79.0,200.66,5.3,2.5,0.4,Nevada-Las Vegas,USA,PHX
9700,2017-18,Derrick Jones Jr.,79.0,200.66,3.1,1.9,0.5,UNLV,USA,MIA
10309,2018-19,Derrick Jones Jr.,79.0,200.66,7.0,4.0,0.6,UNLV,USA,MIA
10310,2018-19,Derrick Rose,75.0,190.5,18.0,2.7,4.3,Memphis,USA,MIN
9513,2016-17,Derrick Rose,75.0,190.5,18.0,3.8,4.4,Memphis,USA,NYK
9701,2017-18,Derrick Rose,75.0,190.5,8.4,1.4,1.5,Memphis,USA,MIN
9702,2017-18,Derrick Walton Jr.,73.0,185.42,1.8,1.0,1.0,Michigan,USA,MIA
9703,2017-18,Derrick White,76.0,193.04,3.2,1.5,0.5,Colorado,USA,SAS
10311,2018-19,Derrick White,76.0,193.04,9.9,3.7,3.9,Colorado,USA,SAS
9514,2016-17,Derrick Williams,80.0,203.2,6.1,2.6,0.6,Arizona,USA,CLE
9704,2017-18,Derrick Williams,80.0,203.2,1.0,0.5,0.0,Arizona,USA,LAL
9497,2016-17,Devin Booker,78.0,198.12,22.1,3.2,3.4,Kentucky,USA,PHX
10312,2018-19,Devin Booker,78.0,198.12,26.6,4.1,6.8,Kentucky,USA,PHX
9705,2017-18,Devin Booker,78.0,198.12,24.9,4.5,4.7,Kentucky,USA,PHX
9706,2017-18,Devin Harris,75.0,190.5,8.4,1.8,2.1,Wisconsin,USA,DEN
10313,2018-19,Devin Harris,75.0,190.5,6.3,1.6,1.8,Wisconsin,USA,DAL
9515,2016-17,Devin Harris,75.0,190.5,6.7,2.0,2.1,Wisconsin,USA,DAL
10314,2018-19,Devin Robinson,80.0,203.2,6.7,2.9,0.9,Florida,USA,WAS
9707,2017-18,Devin Robinson,80.0,203.2,2.0,5.0,0.0,Florida,USA,WAS
10315,2018-19,Devonte' Graham,74.0,187.96,4.7,1.4,2.6,Kansas,USA,CHA
9496,2016-17,Dewayne Dedmon,84.0,213.36,5.1,6.5,0.6,Southern California,USA,SAS
10316,2018-19,Dewayne Dedmon,84.0,213.36,10.8,7.5,1.4,USC,USA,ATL
9708,2017-18,Dewayne Dedmon,84.0,213.36,10.0,7.9,1.5,USC,USA,ATL
9709,2017-18,Deyonta Davis,83.0,210.82,5.8,4.0,0.6,Michigan State,USA,MEM
9494,2016-17,Deyonta Davis,82.0,208.28,1.6,1.7,0.1,Michigan State,USA,MEM
10317,2018-19,Deyonta Davis,83.0,210.82,4.0,4.0,0.6,Michigan State,USA,ATL
9477,2016-17,Diamond Stone,83.0,210.82,1.4,0.9,0.0,Maryland,USA,LAC
10318,2018-19,Dillon Brooks,78.0,198.12,7.5,1.7,0.9,Oregon,Canada,MEM
9710,2017-18,Dillon Brooks,78.0,198.12,11.0,3.1,1.6,Oregon,Canada,MEM
9612,2017-18,Dion Waiters,76.0,193.04,14.3,2.6,3.8,Syracuse,USA,MIA
10319,2018-19,Dion Waiters,76.0,193.04,12.0,2.6,2.8,Syracuse,USA,MIA
9478,2016-17,Dion Waiters,76.0,193.04,15.8,3.3,4.3,Syracuse,USA,MIA
10320,2018-19,Dirk Nowitzki,84.0,213.36,7.3,3.1,0.7,None,Germany,DAL
9738,2017-18,Dirk Nowitzki,84.0,213.36,12.0,5.7,1.6,None,Germany,DAL
9479,2016-17,Dirk Nowitzki,84.0,213.36,14.2,6.5,1.5,None,Germany,DAL
9610,2017-18,Domantas Sabonis,82.0,208.28,11.6,7.7,2.0,Gonzaga,Lithuania,IND
9480,2016-17,Domantas Sabonis,83.0,210.82,5.9,3.6,1.0,Gonzaga,Lithuania,OKC
10321,2018-19,Domantas Sabonis,83.0,210.82,14.1,9.3,2.9,Gonzaga,Lithuania,IND
10322,2018-19,Donatas Motiejunas,84.0,213.36,2.0,1.0,0.3,None,Lithuania,SAS
9481,2016-17,Donatas Motiejunas,84.0,213.36,4.4,3.0,0.9,None,Lithuania,NOP
9582,2017-18,Donovan Mitchell,75.0,190.5,20.5,3.7,3.7,Louisville,USA,UTA
10323,2018-19,Donovan Mitchell,75.0,190.5,23.8,4.1,4.2,Louisville,USA,UTA
10324,2018-19,Donte DiVincenzo,76.0,193.04,4.9,2.4,1.1,Villanova,USA,MIL
10230,2018-19,Donte Grantham,80.0,203.2,0.0,0.0,0.0,Clemson,USA,OKC
9482,2016-17,Dorian Finney-Smith,80.0,203.2,4.3,2.7,0.8,Florida,USA,DAL
9581,2017-18,Dorian Finney-Smith,80.0,203.2,5.9,3.6,1.2,Florida,USA,DAL
10326,2018-19,Dorian Finney-Smith,80.0,203.2,7.5,4.8,1.2,Florida,USA,DAL
9580,2017-18,Doug McDermott,80.0,203.2,7.8,2.5,1.0,Creighton,USA,DAL
10228,2018-19,Doug McDermott,80.0,203.2,7.3,1.4,0.9,Creighton,USA,IND
9483,2016-17,Doug McDermott,80.0,203.2,9.0,2.7,0.9,Creighton,USA,OKC
10192,2018-19,Dragan Bender,85.0,215.9,5.0,4.0,1.2,None,Croatia,PHX
9484,2016-17,Dragan Bender,85.0,215.9,3.4,2.4,0.5,None,Croatia,PHX
9579,2017-18,Dragan Bender,85.0,215.9,6.5,4.4,1.6,None,Croatia,PHX
9486,2016-17,Draymond Green,79.0,200.66,10.2,7.9,7.0,Michigan State,USA,GSW
10132,2018-19,Draymond Green,79.0,200.66,7.4,7.3,6.9,Michigan State,USA,GSW
9578,2017-18,Draymond Green,79.0,200.66,11.0,7.6,7.3,Michigan State,USA,GSW
10133,2018-19,Drew Eubanks,82.0,208.28,1.8,1.5,0.3,None,USA,SAS
10135,2018-19,Duncan Robinson,80.0,203.2,3.3,1.3,0.3,Michigan,USA,MIA
10136,2018-19,Dusty Hannahs,76.0,193.04,4.0,0.5,2.5,Arkansas,USA,MEM
10137,2018-19,Dwayne Bacon,79.0,200.66,7.3,2.1,1.1,Florida State,USA,CHA
9577,2017-18,Dwayne Bacon,79.0,200.66,3.3,2.3,0.7,Florida State,USA,CHA
9576,2017-18,Dwight Buycks,75.0,190.5,7.4,1.4,2.0,Marquette,USA,DET
9487,2016-17,Dwight Howard,83.0,210.82,13.5,12.7,1.4,None,USA,ATL
9575,2017-18,Dwight Howard,83.0,210.82,16.6,12.5,1.3,None,USA,CHA
10138,2018-19,Dwight Howard,83.0,210.82,12.8,9.2,0.4,None,USA,WAS
9574,2017-18,Dwight Powell,83.0,210.82,8.5,5.6,1.2,Stanford,Canada,DAL
9488,2016-17,Dwight Powell,83.0,210.82,6.7,4.0,0.6,Stanford,Canada,DAL
10139,2018-19,Dwight Powell,83.0,210.82,10.6,5.3,1.5,Stanford,Canada,DAL
9573,2017-18,Dwyane Wade,76.0,193.04,11.4,3.8,3.4,Marquette,USA,MIA
9489,2016-17,Dwyane Wade,76.0,193.04,18.3,4.5,3.8,Marquette,USA,CHI
10140,2018-19,Dwyane Wade,76.0,193.04,15.0,4.0,4.2,Marquette,USA,MIA
10141,2018-19,Dzanan Musa,81.0,205.74,2.1,0.6,0.2,None,Bosnia and Herzegovina,BKN
10142,2018-19,E'Twaun Moore,76.0,193.04,11.9,2.4,1.9,Purdue,USA,NOP
9571,2017-18,E'Twaun Moore,76.0,193.04,12.5,2.9,2.3,Purdue,USA,NOP
9490,2016-17,E'Twaun Moore,76.0,193.04,9.6,2.1,2.2,Purdue,USA,NOP
9491,2016-17,Ed Davis,82.0,208.28,4.3,5.3,0.6,North Carolina,USA,POR
9570,2017-18,Ed Davis,82.0,208.28,5.3,7.4,0.5,North Carolina,USA,POR
10143,2018-19,Ed Davis,82.0,208.28,5.8,8.6,0.8,North Carolina,USA,BKN
10144,2018-19,Edmond Sumner,78.0,198.12,2.9,1.0,0.4,Xavier,USA,IND
9569,2017-18,Edmond Sumner,77.0,195.58,2.0,1.0,0.0,Xavier,USA,IND
9492,2016-17,Edy Tavares,87.0,220.98,4.0,5.5,0.5,None,Cabo Verde,CLE
9568,2017-18,Ekpe Udoh,82.0,208.28,2.6,2.4,0.8,Baylor,USA,UTA
10130,2018-19,Ekpe Udoh,82.0,208.28,2.3,1.8,0.5,Baylor,USA,UTA
10145,2018-19,Elfrid Payton,76.0,193.04,10.6,5.2,7.6,Louisana-Lafayette,USA,NOP
9567,2017-18,Elfrid Payton,76.0,193.04,12.7,4.3,6.2,Louisana-Lafayette,USA,PHX
9493,2016-17,Elfrid Payton,76.0,193.04,12.8,4.7,6.5,Louisiana-Lafayette,USA,ORL
10146,2018-19,Elie Okobo,75.0,190.5,5.7,1.8,2.4,None,France,PHX
9558,2016-17,Elijah Millsap,79.0,200.66,1.5,3.0,0.5,Alabama-Birmingham,USA,PHX
10147,2018-19,Emanuel Terry,81.0,205.74,3.3,2.3,0.7,None,USA,MIA
9566,2017-18,Emeka Okafor,82.0,208.28,4.4,4.6,0.3,Connecticut,USA,NOP
9556,2016-17,Emmanuel Mudiay,77.0,195.58,11.0,3.2,3.9,None,Democratic Republic of the Congo,DEN
9565,2017-18,Emmanuel Mudiay,77.0,195.58,8.6,2.4,3.2,None,Democratic Republic of the Congo,NYK
10148,2018-19,Emmanuel Mudiay,77.0,195.58,14.8,3.3,3.9,None,Democratic Republic of the Congo,NYK
10149,2018-19,Enes Kanter,83.0,210.82,13.7,9.8,1.7, ,Turkey,POR
9564,2017-18,Enes Kanter,83.0,210.82,14.1,11.0,1.5, ,Turkey,NYK
9536,2016-17,Enes Kanter,83.0,210.82,14.3,6.7,0.9,Kentucky,Turkey,OKC
9563,2017-18,Eric Bledsoe,73.0,185.42,17.7,3.8,5.0,Kentucky,USA,MIL
10150,2018-19,Eric Bledsoe,73.0,185.42,15.9,4.6,5.5,Kentucky,USA,MIL
9557,2016-17,Eric Bledsoe,73.0,185.42,21.1,4.8,6.3,Kentucky,USA,PHX
10151,2018-19,Eric Gordon,76.0,193.04,16.2,2.2,1.9,Indiana,USA,HOU
9562,2017-18,Eric Gordon,76.0,193.04,18.0,2.5,2.2,Indiana,USA,HOU
9533,2016-17,Eric Gordon,76.0,193.04,16.2,2.7,2.5,Indiana,USA,HOU
9572,2017-18,Eric Moreland,82.0,208.28,2.1,4.1,1.2,Oregon State,USA,DET
10152,2018-19,Eric Moreland,82.0,208.28,1.4,4.0,0.8,Oregon State,USA,TOR
9583,2017-18,Erik McCree,80.0,203.2,0.0,0.3,0.0,Louisiana Tech,USA,UTA
9532,2016-17,Ersan Ilyasova,82.0,208.28,13.1,5.9,1.7,None,Turkey,ATL
10153,2018-19,Ersan Ilyasova,82.0,208.28,6.8,4.5,0.8,None,Turkey,MIL
9584,2017-18,Ersan Ilyasova,82.0,208.28,10.9,5.9,1.3,None,Turkey,PHI
